Run,Replicate_ID,Data
2023-03-12,2,10.61642629159235
2023-03-12,3,3.836567328404452
2023-03-12,4,7.872362368684606
2023-03-12,5,12.4650328898456
2023-03-12,6,11.621794394039256
2023-03-19,1,9.295742177446785
2023-03-19,2,18.323321727880018
2023-03-19,3,14.236646596150496
2023-03-19,4,11.635276267849356
2023-03-19,5,22.70356901858171
2023-03-19,6,10.662478750060945
2023-03-26,1,16.456571641278572
2023-03-26,2,7.884133683353562
2023-03-26,3,7.871183479014917
2023-03-26,4,7.954859474301243
2023-03-26,5,9.45856757627715
2023-03-26,6,6.396527924145326
2023-04-02,1,10.126355248240962
2023-04-02,2,7.982737962675492
2023-04-02,3,8.342260033452483
2023-04-02,4,11.13277866045173
2023-04-02,5,15.493614865765
2023-04-02,6,10.124918303756559
2023-04-09,1,9.169158813202804
2023-04-09,2,6.965888067575943
2023-04-09,3,22.053199915284715
2023-04-09,4,10.796561874649042
2023-04-09,5,10.742508450934318
2023-04-09,6,10.023134324360816
2023-04-16,1,5.835984089211458
2023-04-16,2,11.191921701098762
2023-04-16,3,8.700379448754346
2023-04-16,4,11.711677140327488
2023-04-16,5,15.510185640133113
2023-04-16,6,13.496107223957797
2023-04-23,1,23.69033667802479
2023-04-23,2,13.215924944578886
2023-04-23,3,4.246878325154789
2023-04-23,4,6.461844663627881
2023-04-23,5,9.056431325179894
2023-04-23,6,7.994309986644346
2023-04-30,1,16.84519131091639
2023-04-30,2,11.105609598260333
2023-04-30,3,11.458775664949536
2023-04-30,4,7.821112597535069
2023-04-30,5,10.860749527626862
2023-04-30,6,8.520007323636795
2023-05-07,1,9.965352635279183
2023-05-07,2,12.23958301900208
2023-05-07,3,12.959828650156544
2023-05-07,4,14.985249813402035
2023-05-07,5,8.89000488803794
2023-05-07,6,7.808669928291833
2023-05-14,1,7.460761998210753
2023-05-14,2,6.270998874714301
2023-05-14,3,7.619263350179901
2023-05-14,4,11.3640999669605
2023-05-14,5,11.111894245454947
2023-05-14,6,12.184872129297899
2023-05-21,1,17.53922014246594
2023-05-21,2,9.653714692265751
2023-05-21,3,12.698656810501689
2023-05-21,4,10.568801510165706
2023-05-21,5,7.962929834374214
2023-05-21,6,10.310371229505943
2023-05-28,1,9.27858109922889
2023-05-28,2,14.616324708675943
2023-05-28,3,11.356485945253501
2023-05-28,4,7.595094483947545
2023-05-28,5,17.988882291754642
2023-05-28,6,13.997707529676333
2023-06-04,1,6.776076887586481
2023-06-04,2,10.152096514502565
2023-06-04,3,17.874308956813028
2023-06-04,4,8.029757523307115
2023-06-04,5,9.855880462843926
2023-06-04,6,4.865343561514092
2023-06-11,1,7.455693585675302
2023-06-11,2,15.971660582196145
2023-06-11,3,12.062941863361406
2023-06-11,4,18.79534534294098
2023-06-11,5,18.57948178607338
2023-06-11,6,12.427926973394776
2023-06-18,1,19.698511126733603
2023-06-18,2,13.423504559120843
2023-06-18,3,8.842815453214932
2023-06-18,4,9.12751809408219
2023-06-18,5,12.453490986490214
2023-06-18,6,10.845659515178017
2023-06-25,1,15.174854069750243
2023-06-25,2,9.402732394238408
2023-06-25,3,15.455672920259092
2023-06-25,4,6.011067598638138
2023-06-25,5,17.421942270706925
2023-06-25,6,19.649901720512922
2023-07-02,1,8.580615051194604
2023-07-02,2,10.571014453511332
2023-07-02,3,6.068296799348888
2023-07-02,4,11.764910046885474
2023-07-02,5,9.2449524648948
2023-07-02,6,13.56279386741529
2023-07-09,1,14.50673348217747
2023-07-09,2,9.56484054253593
2023-07-09,3,11.209398694801667
2023-07-09,4,9.865251939925091
2023-07-09,5,21.214422053692843
2023-07-09,6,9.447501915873643
2023-07-16,1,9.967530373081065
2023-07-16,2,9.802172693566567
2023-07-16,3,13.86187219417664
2023-07-16,4,13.883769691556308
2023-07-16,5,4.4602158330947015
2023-07-16,6,8.313300898352479
2023-07-23,1,12.984632648839952
2023-07-23,2,13.120541159712122
2023-07-23,3,5.5271341722637635
2023-07-23,4,9.44354379708145
2023-07-23,5,15.138388153216459
2023-07-23,6,12.189069455279608
2023-07-30,1,8.56509859723284
2023-07-30,2,22.059879555632705
2023-07-30,3,5.798618819839155
2023-07-30,4,6.679196395480721
2023-07-30,5,7.953387618448835
2023-07-30,6,11.15600505738021
2023-08-06,1,7.9314121668516675
2023-08-06,2,15.480114766785595
2023-08-06,3,10.294549477876364
2023-08-06,4,9.318883251300068
2023-08-06,5,12.331250522548169
2023-08-06,6,15.965129929597607
2023-08-13,1,14.748914992697141
2023-08-13,2,17.779949647945365
2023-08-13,3,9.84673232818489
2023-08-13,4,6.558256797479949
2023-08-13,5,14.72666275750498
2023-08-13,6,8.859552455975471
2023-08-20,1,5.591864953406989
2023-08-20,2,7.116350816205665
2023-08-20,3,12.73674065018009
2023-08-20,4,9.678040622860916
2023-08-20,5,21.168051821867664
2023-08-20,6,6.8092535300968775
2023-08-27,1,8.949012486040054
2023-08-27,2,16.542206722406533
2023-08-27,3,6.9687565994504
2023-08-27,4,10.139810915523265
2023-08-27,5,9.381515112782724
2023-08-27,6,5.626151073969337
2023-09-03,1,18.18582976483611
2023-09-03,2,5.444264235895315
2023-09-03,3,14.172712416646602
2023-09-03,4,4.833711993029292
2023-09-03,5,11.775909981332381
2023-09-03,6,4.799342433269716
2023-09-10,1,6.95452988074035
2023-09-10,2,7.75235981030738
2023-09-10,3,7.067207570093114
2023-09-10,4,10.458067582118323
2023-09-10,5,8.242272015835926
2023-09-10,6,19.071467538897153
2023-09-17,1,5.975011218064021
2023-09-17,2,14.119157662980596
2023-09-17,3,9.609714345994185
2023-09-17,4,9.07847760457073
2023-09-17,5,9.183915100711973
2023-09-17,6,8.169591280177718
2023-09-24,1,9.373609406388113
2023-09-24,2,6.077899902534177
2023-09-24,3,13.201318506558623
2023-09-24,4,10.118448732002223
2023-09-24,5,6.861152844724603
2023-09-24,6,7.561538893112961
2023-10-01,1,5.627154158445068
2023-10-01,2,3.9355063150387495
2023-10-01,3,10.27363030318992
2023-10-01,4,16.784012537699564
2023-10-01,5,8.091535876485223
2023-10-01,6,6.15847745751668
2023-10-08,1,9.66963567579008
2023-10-08,2,6.7306020503676764
2023-10-08,3,12.810153551178923
2023-10-08,4,8.935170816943215
2023-10-08,5,8.469957143448514
2023-10-08,6,10.234485061129677
2023-10-15,1,10.956520833302259
2023-10-15,2,14.098980050629393
2023-10-15,3,7.608657108680895
2023-10-15,4,12.604247139815035
2023-10-15,5,4.658365485439732
2023-10-15,6,10.766832671349794
2023-10-22,1,8.976837181991092
2023-10-22,2,10.00782918979102
2023-10-22,3,9.746260951136726
2023-10-22,4,16.281936197059345
2023-10-22,5,10.454710317244992
2023-10-22,6,7.25113585202589
2023-10-29,1,13.003377334984407
2023-10-29,2,17.38150542326855
2023-10-29,3,9.857117201645679
2023-10-29,4,4.72472460794394
2023-10-29,5,4.650959741471391
2023-10-29,6,12.206077307451045
2023-11-05,1,18.903536167593806
2023-11-05,2,17.946525436056223
2023-11-05,3,8.670240002744304
2023-11-05,4,10.219785324928885
2023-11-05,5,6.8422516734745376
2023-11-05,6,16.333822775268033
2023-11-12,1,4.926285172187848
2023-11-12,2,10.218399568278375
2023-11-12,3,9.262628970744522
2023-11-12,4,17.047014132434565
2023-11-12,5,7.592345990230219
2023-11-12,6,11.10548207710587
2023-11-19,1,8.26234736321226
2023-11-19,2,19.37109693156559
2023-11-19,3,9.84772304556188
2023-11-19,4,12.343231224485615
2023-11-19,5,19.944837696505648
2023-11-19,6,11.13030464822864
2023-11-26,1,6.31970207402722
2023-11-26,2,10.564883406211386
2023-11-26,3,7.908837548791482
2023-11-26,4,7.704593829335836
2023-11-26,5,7.601187625922874
2023-11-26,6,17.738715946135184
2023-12-03,1,10.45978474797763
2023-12-03,2,8.432597351247713
2023-12-03,3,7.086930424823494
2023-12-03,4,13.682623349508917
2023-12-03,5,23.490078974950766
2023-12-03,6,12.187102800695223
2023-12-10,1,12.146477756241975
2023-12-10,2,13.873173384179156
2023-12-10,3,7.664725128460537
2023-12-10,4,8.459512178365594
2023-12-10,5,15.685209822999834
2023-12-10,6,6.5171291930954824
